serial No,Korean,Math,English,Social Studies,Science,University,Tutoring Period,University_rank,chance of admit
190,55,73,64,64,44,Seoul National University of Science and Technology,3,0,0.8702039104741691
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
274,54,69,75,78,87,Seoul National University of Science and Technology,2,0,0.5840107246099717
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
21,73,56,45,61,78,Seoul National University of Science and Technology,4,0,0.09613407357025971
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
190,67,95,91,91,67,Seoul National University of Science and Technology,3,0,1.0
466,85,48,38,43,41,Seoul National University of Science and Technology,2,0,0.2731023235297847
380,71,55,79,53,65,Seoul National University of Science and Technology,2,0,0.4172824905447281
466,83,59,36,52,38,Seoul National University of Science and Technology,2,0,0.516915630709409
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
185,59,54,69,66,59,Seoul National University of Science and Technology,1,0,0.359066204604876
21,79,53,43,68,84,Seoul National University of Science and Technology,4,0,0.16395509222582696
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
185,54,50,66,75,70,Seoul National University of Science and Technology,1,0,0.24747950104988248
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
223,37,58,68,71,55,Seoul National University of Science and Technology,4,0,0.25063780006345465
223,62,82,92,99,81,Seoul National University of Science and Technology,4,0,0.39
21,73,54,54,57,84,Seoul National University of Science and Technology,4,0,0.1102156183160421
21,83,48,47,60,77,Seoul National University of Science and Technology,4,0,0.0
466,98,72,65,71,60,Seoul National University of Science and Technology,2,0,0.69
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
22,57,67,57,53,58,Seoul National University of Science and Technology,4,0,0.0
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
380,62,57,64,59,64,Seoul National University of Science and Technology,2,0,0.6648936552600596
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
416,72,66,66,77,90,Seoul National University of Science and Technology,2,0,0.69
424,56,49,56,73,76,Seoul National University of Science and Technology,1,0,0.35398261982896895
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
185,72,79,85,94,86,Seoul National University of Science and Technology,1,0,0.54
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
197,49,33,72,45,59,Seoul National University of Science and Technology,3,0,0.713878461371029
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
274,79,93,92,94,100,Seoul National University of Science and Technology,2,0,0.8899999999999999
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
424,48,65,54,79,78,Seoul National University of Science and Technology,1,0,0.08256569032933558
190,55,81,66,71,57,Seoul National University of Science and Technology,3,0,0.5386313851696436
21,67,59,42,62,75,Seoul National University of Science and Technology,4,0,0.20796574676202062
274,79,93,92,94,100,Seoul National University of Science and Technology,2,0,0.8899999999999999
416,72,66,66,77,90,Seoul National University of Science and Technology,2,0,0.69
21,77,50,47,62,73,Seoul National University of Science and Technology,4,0,0.1264175307125187
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
185,58,69,67,83,67,Seoul National University of Science and Technology,1,0,0.09110136090284116
197,72,60,83,63,82,Seoul National University of Science and Technology,3,0,0.94
424,72,78,77,89,97,Seoul National University of Science and Technology,1,0,0.54
276,83,67,47,58,44,Seoul National University of Science and Technology,4,0,0.14101771246435743
416,72,66,66,77,90,Seoul National University of Science and Technology,2,0,0.69
21,74,59,40,66,82,Seoul National University of Science and Technology,4,0,0.0
22,69,88,83,63,68,Seoul National University of Science and Technology,4,0,0.2899999999999999
145,65,85,75,95,87,Seoul National University of Science and Technology,1,0,0.54
276,93,78,73,76,67,Seoul National University of Science and Technology,4,0,0.2899999999999999
466,73,60,41,55,49,Seoul National University of Science and Technology,2,0,0.5319715197690603
380,82,84,90,73,79,Seoul National University of Science and Technology,2,0,0.79
21,93,72,67,82,98,Seoul National University of Science and Technology,4,0,0.39
491,75,100,83,77,91,Dongguk University,4,35,0.39
71,78,79,74,100,87,Dongguk University,1,35,0.54
99,46,45,77,73,49,Dongguk University,2,35,0.5264605964495439
11,66,67,37,54,66,Dongguk University,3,35,0.8273758761415984
491,56,87,58,53,71,Dongguk University,4,35,0.1071137709998578
37,74,65,90,96,94,Dongguk University,4,35,0.39
355,59,55,53,60,46,Dongguk University,3,35,0.48040128745277155
134,76,66,68,93,65,Dongguk University,1,35,0.4399999999999999
355,65,54,71,68,38,Dongguk University,3,35,0.7560148635958054
37,74,65,90,96,94,Dongguk University,4,35,0.39
384,64,97,97,74,68,Dongguk University,3,35,1.0
37,74,65,90,96,94,Dongguk University,4,35,0.39
71,52,69,54,78,71,Dongguk University,1,35,0.10201971172619084
384,64,97,97,74,68,Dongguk University,3,35,1.0
491,75,100,83,77,91,Dongguk University,4,35,0.39
37,74,65,90,96,94,Dongguk University,4,35,0.39
99,72,66,95,93,63,Dongguk University,2,35,0.69
37,74,65,90,96,94,Dongguk University,4,35,0.39
384,46,70,85,52,39,Dongguk University,3,35,0.7802839382306388
387,88,92,84,75,87,Dongguk University,3,35,1.0
407,62,73,95,98,97,Dongguk University,3,35,1.0
387,88,92,84,75,87,Dongguk University,3,35,1.0
37,74,65,90,96,94,Dongguk University,4,35,0.39
407,62,73,95,98,97,Dongguk University,3,35,1.0
387,62,79,58,62,69,Dongguk University,3,35,0.58211898859517
355,60,49,61,58,51,Dongguk University,3,35,0.7317183240658967
491,75,100,83,77,91,Dongguk University,4,35,0.39
422,68,96,86,98,69,Dongguk University,1,35,0.54
491,75,100,83,77,91,Dongguk University,4,35,0.39
384,64,97,97,74,68,Dongguk University,3,35,1.0
236,53,80,84,69,68,Dongguk University,2,35,0.46411930577052707
407,62,73,95,98,97,Dongguk University,3,35,1.0
71,78,79,74,100,87,Dongguk University,1,35,0.54
422,56,85,67,79,57,Dongguk University,1,35,0.18094809641224063
407,62,73,95,98,97,Dongguk University,3,35,1.0
387,88,92,84,75,87,Dongguk University,3,35,1.0
387,62,76,59,54,69,Dongguk University,3,35,0.878053203099109
99,72,66,95,93,63,Dongguk University,2,35,0.69
11,87,82,60,79,83,Dongguk University,3,35,0.94
99,72,66,95,93,63,Dongguk University,2,35,0.69
355,88,68,82,78,65,Dongguk University,3,35,0.94
99,43,52,82,73,40,Dongguk University,2,35,0.4372567725206401
99,72,66,95,93,63,Dongguk University,2,35,0.69
422,68,96,86,98,69,Dongguk University,1,35,0.54
11,87,82,60,79,83,Dongguk University,3,35,0.94
99,72,66,95,93,63,Dongguk University,2,35,0.69
71,78,79,74,100,87,Dongguk University,1,35,0.54
355,60,51,70,50,38,Dongguk University,3,35,0.7105129897242497
491,75,100,83,77,91,Dongguk University,4,35,0.39
491,75,100,83,77,91,Dongguk University,4,35,0.39
491,53,77,59,59,68,Dongguk University,4,35,0.15213540294685157
387,88,92,84,75,87,Dongguk University,3,35,1.0
407,49,45,78,82,71,Dongguk University,3,35,0.8699121709322257
99,72,66,95,93,63,Dongguk University,2,35,0.69
107,98,99,84,69,65,Dongguk University,3,35,1.0
134,76,66,68,93,65,Dongguk University,1,35,0.4399999999999999
422,48,74,69,86,53,Dongguk University,1,35,0.37802933506914704
355,88,68,82,78,65,Dongguk University,3,35,0.94
491,53,76,57,49,67,Dongguk University,4,35,0.10117720552830411
71,78,79,74,100,87,Dongguk University,1,35,0.54
236,49,69,82,66,68,Dongguk University,2,35,0.3665745517460718
407,49,50,77,76,82,Dongguk University,3,35,0.808728290539361
422,68,96,86,98,69,Dongguk University,1,35,0.54
384,64,97,97,74,68,Dongguk University,3,35,1.0
236,64,92,98,82,96,Dongguk University,2,35,0.79
107,80,74,73,49,44,Dongguk University,3,35,0.5141785558843729
134,47,44,42,76,37,Dongguk University,1,35,0.296728183278915
387,66,72,71,64,66,Dongguk University,3,35,0.6127158403342792
134,76,66,68,93,65,Dongguk University,1,35,0.4399999999999999
134,49,54,39,77,50,Dongguk University,1,35,0.1382171558840381
107,73,73,56,53,42,Dongguk University,3,35,0.8407622712143521
384,44,83,84,53,54,Dongguk University,3,35,0.8617603009152409
384,64,97,97,74,68,Dongguk University,3,35,1.0
387,72,69,61,46,76,Dongguk University,3,35,0.5299710768345242
387,88,92,84,75,87,Dongguk University,3,35,1.0
134,56,48,55,68,46,Dongguk University,1,35,0.23515836563805975
422,68,96,86,98,69,Dongguk University,1,35,0.54
491,75,100,83,77,91,Dongguk University,4,35,0.39
236,64,92,98,82,96,Dongguk University,2,35,0.79
11,87,82,60,79,83,Dongguk University,3,35,0.94
384,64,97,97,74,68,Dongguk University,3,35,1.0
99,61,47,78,83,34,Dongguk University,2,35,0.3299195235669665
355,88,68,82,78,65,Dongguk University,3,35,0.94
99,55,42,66,70,38,Dongguk University,2,35,0.5785899750214254
99,59,49,76,80,47,Dongguk University,2,35,0.27345737199313724
107,85,72,61,41,47,Dongguk University,3,35,0.7876422431563787
422,68,96,86,98,69,Dongguk University,1,35,0.54
355,88,68,82,78,65,Dongguk University,3,35,0.94
384,64,97,97,74,68,Dongguk University,3,35,1.0
236,64,92,98,82,96,Dongguk University,2,35,0.79
11,58,64,39,60,73,Dongguk University,3,35,0.7433215866230655
107,98,99,84,69,65,Dongguk University,3,35,1.0
37,74,65,90,96,94,Dongguk University,4,35,0.39
71,53,64,58,84,68,Dongguk University,1,35,0.26236520372384525
422,68,96,86,98,69,Dongguk University,1,35,0.54
387,88,92,84,75,87,Dongguk University,3,35,1.0
422,68,96,86,98,69,Dongguk University,1,35,0.54
422,50,86,74,70,45,Dongguk University,1,35,0.24760513447193944
236,64,92,98,82,96,Dongguk University,2,35,0.79
11,87,82,60,79,83,Dongguk University,3,35,0.94
355,88,68,82,78,65,Dongguk University,3,35,0.94
107,77,80,65,58,49,Dongguk University,3,35,0.7429141475271228
99,72,66,95,93,63,Dongguk University,2,35,0.69
384,64,97,97,74,68,Dongguk University,3,35,1.0
107,77,81,60,41,50,Dongguk University,3,35,0.7116654634001714
384,64,97,97,74,68,Dongguk University,3,35,1.0
37,53,46,73,67,78,Dongguk University,4,35,0.0
107,72,82,71,59,38,Dongguk University,3,35,0.508432484591032
387,88,92,84,75,87,Dongguk University,3,35,1.0
355,88,68,82,78,65,Dongguk University,3,35,0.94
11,87,82,60,79,83,Dongguk University,3,35,0.94
107,98,99,84,69,65,Dongguk University,3,35,1.0
11,69,60,36,63,64,Dongguk University,3,35,0.7005654652329887
11,87,82,60,79,83,Dongguk University,3,35,0.94
134,76,66,68,93,65,Dongguk University,1,35,0.4399999999999999
236,42,76,87,58,72,Dongguk University,2,35,0.5327144148476154
37,74,65,90,96,94,Dongguk University,4,35,0.39
134,76,66,68,93,65,Dongguk University,1,35,0.4399999999999999
107,98,99,84,69,65,Dongguk University,3,35,1.0
37,74,65,90,96,94,Dongguk University,4,35,0.39
422,52,79,62,88,45,Dongguk University,1,35,0.23558873531005786
107,98,99,84,69,65,Dongguk University,3,35,1.0
99,72,66,95,93,63,Dongguk University,2,35,0.69
71,78,79,74,100,87,Dongguk University,1,35,0.54
134,76,66,68,93,65,Dongguk University,1,35,0.4399999999999999
71,78,79,74,100,87,Dongguk University,1,35,0.54
384,38,76,74,61,40,Dongguk University,3,35,0.709494378303564
355,69,50,61,59,52,Dongguk University,3,35,0.7190024781371995
37,74,65,90,96,94,Dongguk University,4,35,0.39
407,50,53,75,83,71,Dongguk University,3,35,0.6118797080307623
99,72,66,95,93,63,Dongguk University,2,35,0.69
71,57,60,62,83,65,Dongguk University,1,35,0.14201095488321058
422,56,75,58,79,41,Dongguk University,1,35,0.10546519400099363
37,49,46,73,86,74,Dongguk University,4,35,0.26230373182670363
236,64,92,98,82,96,Dongguk University,2,35,0.79
71,78,79,74,100,87,Dongguk University,1,35,0.54
134,76,66,68,93,65,Dongguk University,1,35,0.4399999999999999
384,38,78,80,57,47,Dongguk University,3,35,0.6479312256995869
107,74,70,64,54,45,Dongguk University,3,35,0.7466100900196935
355,88,68,82,78,65,Dongguk University,3,35,0.94
11,87,82,60,79,83,Dongguk University,3,35,0.94
387,88,92,84,75,87,Dongguk University,3,35,1.0
99,54,51,71,75,51,Dongguk University,2,35,0.3323514687950495
355,88,68,82,78,65,Dongguk University,3,35,0.94
422,68,96,86,98,69,Dongguk University,1,35,0.54
134,76,66,68,93,65,Dongguk University,1,35,0.4399999999999999
422,68,96,86,98,69,Dongguk University,1,35,0.54
99,49,47,74,78,51,Dongguk University,2,35,0.27722448777413644
71,78,79,74,100,87,Dongguk University,1,35,0.54
407,62,73,95,98,97,Dongguk University,3,35,1.0
71,78,79,74,100,87,Dongguk University,1,35,0.54
99,72,66,95,93,63,Dongguk University,2,35,0.69
491,75,100,83,77,91,Dongguk University,4,35,0.39
107,98,99,84,69,65,Dongguk University,3,35,1.0
422,52,78,62,87,49,Dongguk University,1,35,0.3727267265140927
107,98,99,84,69,65,Dongguk University,3,35,1.0
236,64,92,98,82,96,Dongguk University,2,35,0.79
71,49,67,54,72,77,Dongguk University,1,35,0.23349478855367223
387,88,92,84,75,87,Dongguk University,3,35,1.0
387,88,92,84,75,87,Dongguk University,3,35,1.0
384,64,97,97,74,68,Dongguk University,3,35,1.0
407,62,73,95,98,97,Dongguk University,3,35,1.0
491,47,75,63,60,64,Dongguk University,4,35,0.10135266082565442
47,93,60,99,60,90,Jeonbuk National University,2,0,0.79
124,35,71,36,55,49,Jeonbuk National University,3,0,0.6231400095270496
198,71,63,71,65,75,Jeonbuk National University,2,0,0.5900000000000001
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
124,64,95,60,79,77,Jeonbuk National University,3,0,0.94
47,70,33,86,43,73,Jeonbuk National University,2,0,0.6800975652801635
124,64,95,60,79,77,Jeonbuk National University,3,0,0.94
94,93,76,83,70,94,Jeonbuk National University,4,0,0.39
124,53,66,44,51,60,Jeonbuk National University,3,0,0.8014138343404273
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
64,65,74,77,94,92,Jeonbuk National University,4,0,0.39
170,62,69,72,60,89,Jeonbuk National University,3,0,0.94
331,70,82,97,93,94,Jeonbuk National University,1,0,0.54
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
331,70,82,97,93,94,Jeonbuk National University,1,0,0.54
47,93,60,99,60,90,Jeonbuk National University,2,0,0.79
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
146,51,58,63,38,47,Jeonbuk National University,1,0,0.15333550731840595
198,71,63,71,65,75,Jeonbuk National University,2,0,0.5900000000000001
198,46,51,42,50,53,Jeonbuk National University,2,0,0.1819059848646426
331,70,82,97,93,94,Jeonbuk National University,1,0,0.54
94,93,76,83,70,94,Jeonbuk National University,4,0,0.39
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
124,53,76,35,51,56,Jeonbuk National University,3,0,0.5858047798148458
64,65,74,77,94,92,Jeonbuk National University,4,0,0.39
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
186,87,95,69,92,62,Jeonbuk National University,4,0,0.39
47,93,60,99,60,90,Jeonbuk National University,2,0,0.79
64,65,74,77,94,92,Jeonbuk National University,4,0,0.39
146,63,68,84,62,65,Jeonbuk National University,1,0,0.3399999999999999
64,52,54,56,65,76,Jeonbuk National University,4,0,0.1788482932353809
47,93,60,99,60,90,Jeonbuk National University,2,0,0.79
73,95,72,96,92,87,Jeonbuk National University,1,0,0.54
331,70,82,97,93,94,Jeonbuk National University,1,0,0.54
146,35,40,56,49,36,Jeonbuk National University,1,0,0.23475525865964314
47,79,48,86,35,76,Jeonbuk National University,2,0,0.5251195205802449
186,87,95,69,92,62,Jeonbuk National University,4,0,0.39
47,93,60,99,60,90,Jeonbuk National University,2,0,0.79
186,70,76,48,82,33,Jeonbuk National University,4,0,0.08735064553684807
73,67,60,70,64,70,Jeonbuk National University,1,0,0.25902168418685845
170,62,69,72,60,89,Jeonbuk National University,3,0,0.94
375,60,70,61,97,69,Jeonbuk National University,4,0,0.2899999999999999
73,73,60,78,76,77,Jeonbuk National University,1,0,0.13519570018602767
146,63,68,84,62,65,Jeonbuk National University,1,0,0.3399999999999999
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
331,70,82,97,93,94,Jeonbuk National University,1,0,0.54
73,95,72,96,92,87,Jeonbuk National University,1,0,0.54
331,70,82,97,93,94,Jeonbuk National University,1,0,0.54
73,95,72,96,92,87,Jeonbuk National University,1,0,0.54
170,62,69,72,60,89,Jeonbuk National University,3,0,0.94
198,71,63,71,65,75,Jeonbuk National University,2,0,0.5900000000000001
64,65,74,77,94,92,Jeonbuk National University,4,0,0.39
375,60,70,61,97,69,Jeonbuk National University,4,0,0.2899999999999999
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
124,64,95,60,79,77,Jeonbuk National University,3,0,0.94
64,65,74,77,94,92,Jeonbuk National University,4,0,0.39
64,40,53,60,81,66,Jeonbuk National University,4,0,0.0169492607163938
331,50,64,69,83,81,Jeonbuk National University,1,0,0.3198339902718018
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
73,82,48,67,75,73,Jeonbuk National University,1,0,0.09333396850565934
375,60,70,61,97,69,Jeonbuk National University,4,0,0.2899999999999999
47,93,60,99,60,90,Jeonbuk National University,2,0,0.79
124,64,95,60,79,77,Jeonbuk National University,3,0,0.94
170,36,43,61,34,66,Jeonbuk National University,3,0,0.5186083803276724
198,49,40,50,53,58,Jeonbuk National University,2,0,0.48099769786415375
198,71,63,71,65,75,Jeonbuk National University,2,0,0.5900000000000001
94,93,76,83,70,94,Jeonbuk National University,4,0,0.39
146,63,68,84,62,65,Jeonbuk National University,1,0,0.3399999999999999
186,87,95,69,92,62,Jeonbuk National University,4,0,0.39
124,39,70,34,69,64,Jeonbuk National University,3,0,0.4874377828440881
170,38,47,43,33,69,Jeonbuk National University,3,0,0.7689915559028453
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
64,54,46,63,67,65,Jeonbuk National University,4,0,0.0
186,87,95,69,92,62,Jeonbuk National University,4,0,0.39
198,58,37,55,49,55,Jeonbuk National University,2,0,0.13482899316928154
186,87,95,69,92,62,Jeonbuk National University,4,0,0.39
146,63,68,84,62,65,Jeonbuk National University,1,0,0.3399999999999999
170,62,69,72,60,89,Jeonbuk National University,3,0,0.94
64,65,74,77,94,92,Jeonbuk National University,4,0,0.39
186,87,95,69,92,62,Jeonbuk National University,4,0,0.39
170,62,69,72,60,89,Jeonbuk National University,3,0,0.94
27,76,68,49,65,75,Jeonbuk National University,4,0,0.028273579995172105
146,63,68,84,62,65,Jeonbuk National University,1,0,0.3399999999999999
366,47,45,54,65,52,Jeonbuk National University,3,0,0.4848849050281846
27,60,57,38,79,75,Jeonbuk National University,4,0,0.0
124,64,95,60,79,77,Jeonbuk National University,3,0,0.94
47,75,38,76,42,69,Jeonbuk National University,2,0,0.39120902769668486
94,93,76,83,70,94,Jeonbuk National University,4,0,0.39
124,64,95,60,79,77,Jeonbuk National University,3,0,0.94
375,43,49,46,73,54,Jeonbuk National University,4,0,0.0
198,71,63,71,65,75,Jeonbuk National University,2,0,0.5900000000000001
124,50,66,42,63,64,Jeonbuk National University,3,0,0.8211748739764433
124,54,81,43,51,55,Jeonbuk National University,3,0,0.4733846522493921
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
73,75,59,84,80,68,Jeonbuk National University,1,0,0.34226158006809426
170,39,54,49,32,70,Jeonbuk National University,3,0,0.7597559280662562
170,62,69,72,60,89,Jeonbuk National University,3,0,0.94
198,71,63,71,65,75,Jeonbuk National University,2,0,0.5900000000000001
170,62,69,72,60,89,Jeonbuk National University,3,0,0.94
64,40,51,63,82,80,Jeonbuk National University,4,0,0.0320566660938475
94,93,76,83,70,94,Jeonbuk National University,4,0,0.39
47,93,60,99,60,90,Jeonbuk National University,2,0,0.79
27,62,65,39,67,72,Jeonbuk National University,4,0,0.0
47,64,40,74,32,74,Jeonbuk National University,2,0,0.5420528875678584
170,62,69,72,60,89,Jeonbuk National University,3,0,0.94
64,65,74,77,94,92,Jeonbuk National University,4,0,0.39
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
47,83,40,85,42,71,Jeonbuk National University,2,0,0.6143796918818432
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
73,95,72,96,92,87,Jeonbuk National University,1,0,0.54
366,59,38,46,70,48,Jeonbuk National University,3,0,0.4476212398563052
73,95,72,96,92,87,Jeonbuk National University,1,0,0.54
146,63,68,84,62,65,Jeonbuk National University,1,0,0.3399999999999999
146,63,68,84,62,65,Jeonbuk National University,1,0,0.3399999999999999
146,63,68,84,62,65,Jeonbuk National University,1,0,0.3399999999999999
170,46,52,58,49,79,Jeonbuk National University,3,0,0.6716122399388911
47,93,60,99,60,90,Jeonbuk National University,2,0,0.79
94,83,58,63,57,83,Jeonbuk National University,4,0,0.2541142794209975
366,55,34,48,73,57,Jeonbuk National University,3,0,0.78291025438627
73,95,72,96,92,87,Jeonbuk National University,1,0,0.54
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
64,65,74,77,94,92,Jeonbuk National University,4,0,0.39
375,60,70,61,97,69,Jeonbuk National University,4,0,0.2899999999999999
170,62,69,72,60,89,Jeonbuk National University,3,0,0.94
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
73,81,45,79,64,69,Jeonbuk National University,1,0,0.257054540736661
124,64,95,60,79,77,Jeonbuk National University,3,0,0.94
331,60,62,80,78,69,Jeonbuk National University,1,0,0.11790926433294802
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
27,87,82,63,94,92,Jeonbuk National University,4,0,0.39
146,49,57,67,52,52,Jeonbuk National University,1,0,0.0
375,60,70,61,97,69,Jeonbuk National University,4,0,0.2899999999999999
331,70,82,97,93,94,Jeonbuk National University,1,0,0.54
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
186,87,95,69,92,62,Jeonbuk National University,4,0,0.39
73,95,72,96,92,87,Jeonbuk National University,1,0,0.54
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
27,66,57,44,72,74,Jeonbuk National University,4,0,0.028200606167695486
366,70,63,67,88,68,Jeonbuk National University,3,0,0.94
124,64,95,60,79,77,Jeonbuk National University,3,0,0.94
198,71,63,71,65,75,Jeonbuk National University,2,0,0.5900000000000001
146,63,68,84,62,65,Jeonbuk National University,1,0,0.3399999999999999
198,45,49,48,48,46,Jeonbuk National University,2,0,0.18022750176695512
198,71,63,71,65,75,Jeonbuk National University,2,0,0.5900000000000001
94,66,63,57,46,76,Jeonbuk National University,4,0,0.2065657355068385
73,95,72,96,92,87,Jeonbuk National University,1,0,0.54
47,93,60,99,60,90,Jeonbuk National University,2,0,0.79
47,80,36,87,43,73,Jeonbuk National University,2,0,0.31620967524329113
124,47,66,48,55,52,Jeonbuk National University,3,0,0.7435938929925208
94,93,76,83,70,94,Jeonbuk National University,4,0,0.39
170,34,42,54,35,77,Jeonbuk National University,3,0,0.6709970924267052
186,87,95,69,92,62,Jeonbuk National University,4,0,0.39
47,83,42,77,48,61,Jeonbuk National University,2,0,0.6650421833515634
146,39,51,72,34,40,Jeonbuk National University,1,0,0.017891531381198256
124,48,82,33,63,52,Jeonbuk National University,3,0,0.768701657985161
27,76,56,45,79,65,Jeonbuk National University,4,0,0.22573649615991997
331,70,82,97,93,94,Jeonbuk National University,1,0,0.54
124,64,95,60,79,77,Jeonbuk National University,3,0,0.94
94,93,76,83,70,94,Jeonbuk National University,4,0,0.39
64,65,74,77,94,92,Jeonbuk National University,4,0,0.39
375,60,70,61,97,69,Jeonbuk National University,4,0,0.2899999999999999
331,56,53,69,69,76,Jeonbuk National University,1,0,0.40714474585222526
331,70,82,97,93,94,Jeonbuk National University,1,0,0.54
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
33,56,51,43,64,57,Chungbuk National University,4,24,0.003422640792261178
217,50,46,46,50,48,Chungbuk National University,2,24,0.2535033385443254
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
406,80,71,54,83,40,Chungbuk National University,1,24,0.23649075637071337
406,81,72,64,88,47,Chungbuk National University,1,24,0.3926166457602295
217,56,43,46,45,45,Chungbuk National University,2,24,0.1739860052025225
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
284,42,42,48,71,54,Chungbuk National University,3,24,0.586466691775441
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
33,76,64,69,83,85,Chungbuk National University,4,24,0.2899999999999999
156,62,52,46,46,52,Chungbuk National University,4,24,0.0
406,93,95,82,98,64,Chungbuk National University,1,24,0.54
119,66,71,75,78,70,Chungbuk National University,3,24,0.8339021951193184
406,93,95,82,98,64,Chungbuk National University,1,24,0.54
33,65,51,55,60,59,Chungbuk National University,4,24,0.0155279569857395
128,74,62,67,70,74,Chungbuk National University,2,24,0.5900000000000001
216,46,76,77,51,67,Chungbuk National University,2,24,0.44364071779034775
77,78,86,74,97,82,Chungbuk National University,3,24,1.0
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
383,50,59,84,79,53,Chungbuk National University,3,24,0.8503663208875678
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
33,76,64,69,83,85,Chungbuk National University,4,24,0.2899999999999999
119,90,92,89,89,97,Chungbuk National University,3,24,1.0
217,73,63,60,74,64,Chungbuk National University,2,24,0.5900000000000001
383,67,82,94,91,70,Chungbuk National University,3,24,1.0
406,93,95,82,98,64,Chungbuk National University,1,24,0.54
33,76,64,69,83,85,Chungbuk National University,4,24,0.2899999999999999
77,78,86,74,97,82,Chungbuk National University,3,24,1.0
329,85,73,83,83,63,Chungbuk National University,3,24,0.94
406,77,66,67,71,49,Chungbuk National University,1,24,0.09542538372848874
284,70,70,62,98,77,Chungbuk National University,3,24,0.94
383,67,82,94,91,70,Chungbuk National University,3,24,1.0
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
156,73,62,67,60,80,Chungbuk National University,4,24,0.1899999999999999
216,63,90,99,64,78,Chungbuk National University,2,24,0.69
406,93,95,82,98,64,Chungbuk National University,1,24,0.54
156,51,39,48,47,63,Chungbuk National University,4,24,0.0
471,74,97,96,93,87,Chungbuk National University,1,24,0.54
119,90,92,89,89,97,Chungbuk National University,3,24,1.0
156,73,62,67,60,80,Chungbuk National University,4,24,0.1899999999999999
77,78,86,74,97,82,Chungbuk National University,3,24,1.0
329,85,73,83,83,63,Chungbuk National University,3,24,0.94
216,52,76,79,41,68,Chungbuk National University,2,24,0.4736486910796471
